Folder,EventName,InternalEventName,EventDate,TicketType,Quantity,ItemPrice,Price
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 4, 2018 7:30:00 PM",Member,1,0,0
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 4, 2018 7:30:00 PM",Senior Citizen,54,8.25,445.50
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 4, 2018 7:30:00 PM",Student,13,8.50,110.50
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 5, 2018 2:30:00 PM",Adult,52,8.75,455
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 5, 2018 2:30:00 PM",Senior Citizen,49,8,392
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 5, 2018 2:30:00 PM",Student,4,8,32
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 5, 2018 5:00:00 PM",Adult,22,8.75,192.50
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 5, 2018 5:00:00 PM",Senior Citizen,46,8,368
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 5, 2018 5:00:00 PM",Student,2,8,16
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 5, 2018 7:30:00 PM",Adult,32,10,320
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 5, 2018 7:30:00 PM",Senior Citizen,17,8.25,140.25
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 5, 2018 7:30:00 PM",Student,4,8.50,34
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 6, 2018 5:00:00 PM",Adult,17,8.75,148.75
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 6, 2018 5:00:00 PM",Member,1,0,0
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 6, 2018 5:00:00 PM",Senior Citizen,21,8,168
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 6, 2018 5:00:00 PM",Student,2,8,16
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 7, 2018 2:30:00 PM",Adult,10,8.75,87.50
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 7, 2018 2:30:00 PM",Senior Citizen,17,8,136
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 7, 2018 2:30:00 PM",Student,1,8,8
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 7, 2018 5:00:00 PM",Adult,24,8.75,210
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 7, 2018 5:00:00 PM",Child,1,6.75,6.75
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 7, 2018 5:00:00 PM",Senior Citizen,7,8,56
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 7, 2018 5:00:00 PM",Student,4,8,32
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 8, 2018 2:30:00 PM",Adult,15,8.75,131.25
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 8, 2018 2:30:00 PM",Child,1,6.75,6.75
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 8, 2018 2:30:00 PM",Senior Citizen,17,8,136
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 8, 2018 2:30:00 PM",Student,1,8,8
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 8, 2018 5:00:00 PM",Adult,40,8.75,350
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 8, 2018 5:00:00 PM",Senior Citizen,10,8,80
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 8, 2018 5:00:00 PM",Student,5,8,40
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 9, 2018 5:00:00 PM",Adult,9,8.75,78.75
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 9, 2018 5:00:00 PM",Child,1,6.75,6.75
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 9, 2018 5:00:00 PM",Senior Citizen,12,8,96
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 9, 2018 5:00:00 PM",Student,4,8,32
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 9, 2018 7:30:00 PM",Adult,65,10,650
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 9, 2018 7:30:00 PM",Child,3,6.75,20.25
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 9, 2018 7:30:00 PM",Comp,5,0,0
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 9, 2018 7:30:00 PM",Senior Citizen,25,8.25,206.25
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 9, 2018 7:30:00 PM",Student,19,8.50,161.50
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 31, 2018 7:00:00 PM",Adult,33,10,330
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 31, 2018 7:00:00 PM",Child,2,6.75,13.50
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 31, 2018 7:00:00 PM",Comp,2,0,0
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 31, 2018 7:00:00 PM",Member,2,0,0
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 31, 2018 7:00:00 PM",Senior Citizen,22,8.25,181.50
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 31, 2018 7:00:00 PM",Student,12,8.50,102
0 - Features,Three Identical Strangers,Three Identical Strangers,"Aug 31, 2018 7:00:00 PM",Supporter Admission,2,5,10
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 1, 2018 2:20:00 PM",Adult,26,8.75,227.50
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 1, 2018 2:20:00 PM",Senior Citizen,9,8,72
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 1, 2018 2:20:00 PM",Student,9,8,72
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 1, 2018 7:00:00 PM",Adult,51,10,510
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 1, 2018 7:00:00 PM",Senior Citizen,21,8.25,173.25
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 1, 2018 7:00:00 PM",Student,7,8.50,59.50
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 2, 2018 2:20:00 PM",Adult,26,8.75,227.50
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 2, 2018 2:20:00 PM",Comp,4,0,0
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 2, 2018 2:20:00 PM",Senior Citizen,22,8,176
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 2, 2018 2:20:00 PM",Student,14,8,112
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 2, 2018 4:30:00 PM",Adult,35,8.75,306.25
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 2, 2018 4:30:00 PM",Senior Citizen,35,8,280
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 2, 2018 4:30:00 PM",Student,4,8,32
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 4, 2018 7:00:00 PM",Adult,25,10,250
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 4, 2018 7:00:00 PM",Senior Citizen,6,8.25,49.50
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 4, 2018 7:00:00 PM",Student,2,8.50,17
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 5, 2018 2:20:00 PM",Adult,2,8.75,17.50
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 5, 2018 2:20:00 PM",Senior Citizen,6,8,48
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 5, 2018 2:20:00 PM",Supporter Admission,1,5,5
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 5, 2018 7:00:00 PM",Adult,16,10,160
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 5, 2018 7:00:00 PM",Student,10,8.50,85
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 6, 2018 2:20:00 PM",Adult,7,8.75,61.25
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 6, 2018 2:20:00 PM",Senior Citizen,3,8,24
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 6, 2018 4:30:00 PM",Adult,2,8.75,17.50
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 6, 2018 4:30:00 PM",Senior Citizen,8,8,64
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 6, 2018 7:00:00 PM",Adult,15,10,150
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 6, 2018 7:00:00 PM",Member,1,0,0
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 6, 2018 7:00:00 PM",Senior Citizen,8,8.25,66
0 - Features,Three Identical Strangers,Three Identical Strangers,"Sep 6, 2018 7:00:00 PM",Student,7,8.50,59.50
0 - Features,Tickled,Tickled,"Jul 22, 2016 7:30:00 PM",Adult,17,9.75,165.75
0 - Features,Tickled,Tickled,"Jul 22, 2016 7:30:00 PM",Senior Citizen,3,8,24
0 - Features,Tickled,Tickled,"Jul 22, 2016 7:30:00 PM",Student,12,8.25,99
0 - Features,Tickled,Tickled,"Jul 23, 2016 7:30:00 PM",Adult,52,9.75,507
0 - Features,Tickled,Tickled,"Jul 23, 2016 7:30:00 PM",Senior Citizen,5,8,40
0 - Features,Tickled,Tickled,"Jul 23, 2016 7:30:00 PM",Student,18,8.25,148.50
0 - Features,Tickled,Tickled,"Jul 24, 2016 7:30:00 PM",Adult,26,9.75,253.50
0 - Features,Tickled,Tickled,"Jul 24, 2016 7:30:00 PM",Senior Citizen,4,8,32
0 - Features,Tickled,Tickled,"Jul 24, 2016 7:30:00 PM",Student,5,8.25,41.25
0 - Features,Tickled,Tickled,"Jul 25, 2016 7:30:00 PM",Adult,19,9.75,185.25
0 - Features,Tickled,Tickled,"Jul 25, 2016 7:30:00 PM",Comp,2,0,0
0 - Features,Tickled,Tickled,"Jul 25, 2016 7:30:00 PM",Senior Citizen,1,8,8
0 - Features,Tickled,Tickled,"Jul 25, 2016 7:30:00 PM",Student,2,8.25,16.50
0 - Features,Tickled,Tickled,"Jul 26, 2016 7:30:00 PM",Adult,26,9.75,253.50
0 - Features,Tickled,Tickled,"Jul 26, 2016 7:30:00 PM",Student,8,8.25,66
0 - Features,Tickled,Tickled,"Jul 28, 2016 7:30:00 PM",Adult,42,9.75,409.50
0 - Features,Tickled,Tickled,"Jul 28, 2016 7:30:00 PM",Senior Citizen,4,8,32
0 - Features,Tickled,Tickled,"Jul 28, 2016 7:30:00 PM",Student,20,8.25,165
0 - Features,Tom of Finland,Tom of Finland,"Jan 5, 2018 7:15:00 PM",Adult,12,9.75,117
0 - Features,Tom of Finland,Tom of Finland,"Jan 5, 2018 7:15:00 PM",Senior Citizen,3,8,24
0 - Features,Tom of Finland,Tom of Finland,"Jan 5, 2018 7:15:00 PM",Student,3,8.25,24.75
0 - Features,Tom of Finland,Tom of Finland,"Jan 5, 2018 10:00:00 PM",Student,1,8.25,8.25
0 - Features,Tom of Finland,Tom of Finland,"Jan 6, 2018 2:00:00 PM",Adult,3,8.25,24.75
0 - Features,Tom of Finland,Tom of Finland,"Jan 6, 2018 2:00:00 PM",Senior Citizen,4,7.50,30
0 - Features,Tom of Finland,Tom of Finland,"Jan 6, 2018 4:30:00 PM",Adult,1,8.25,8.25
0 - Features,Tom of Finland,Tom of Finland,"Jan 6, 2018 4:30:00 PM",Senior Citizen,4,7.50,30
0 - Features,Tom of Finland,Tom of Finland,"Jan 6, 2018 4:30:00 PM",Student,2,7.50,15
0 - Features,Tom of Finland,Tom of Finland,"Jan 6, 2018 7:15:00 PM",Adult,17,9.75,165.75
0 - Features,Tom of Finland,Tom of Finland,"Jan 6, 2018 7:15:00 PM",Member,2,0,0
0 - Features,Tom of Finland,Tom of Finland,"Jan 6, 2018 7:15:00 PM",Senior Citizen,1,8,8
0 - Features,Tom of Finland,Tom of Finland,"Jan 6, 2018 10:00:00 PM",Adult,3,9.75,29.25
0 - Features,Tom of Finland,Tom of Finland,"Jan 7, 2018 2:00:00 PM",Adult,5,8.25,41.25
0 - Features,Tom of Finland,Tom of Finland,"Jan 7, 2018 2:00:00 PM",Comp,1,0,0
0 - Features,Tom of Finland,Tom of Finland,"Jan 7, 2018 2:00:00 PM",Member,1,0,0
0 - Features,Tom of Finland,Tom of Finland,"Jan 7, 2018 2:00:00 PM",Senior Citizen,4,7.50,30
0 - Features,Tom of Finland,Tom of Finland,"Jan 7, 2018 2:00:00 PM",Student,1,7.50,7.50
0 - Features,Tom of Finland,Tom of Finland,"Jan 7, 2018 4:30:00 PM",Adult,6,8.25,49.50
0 - Features,Tom of Finland,Tom of Finland,"Jan 7, 2018 4:30:00 PM",Member,2,0,0
0 - Features,Tom of Finland,Tom of Finland,"Jan 7, 2018 4:30:00 PM",Senior Citizen,1,7.50,7.50
0 - Features,Tom of Finland,Tom of Finland,"Jan 7, 2018 4:30:00 PM",Student,1,7.50,7.50
0 - Features,Tom of Finland,Tom of Finland,"Jan 7, 2018 7:15:00 PM",Adult,3,9.75,29.25
0 - Features,Tom of Finland,Tom of Finland,"Jan 7, 2018 7:15:00 PM",Comp,1,0,0
0 - Features,Tom of Finland,Tom of Finland,"Jan 7, 2018 7:15:00 PM",Student,7,8.25,57.75
0 - Features,Tom of Finland,Tom of Finland,"Jan 8, 2018 7:15:00 PM",Adult,15,9.75,146.25
0 - Features,Tom of Finland,Tom of Finland,"Jan 8, 2018 7:15:00 PM",Senior Citizen,1,8,8
0 - Features,Tom of Finland,Tom of Finland,"Jan 9, 2018 4:30:00 PM",Adult,3,8.25,24.75
0 - Features,Tom of Finland,Tom of Finland,"Jan 9, 2018 7:15:00 PM",Student,3,8.25,24.75
0 - Features,Tom of Finland,Tom of Finland,"Jan 10, 2018 4:30:00 PM",Adult,1,8.25,8.25
0 - Features,Tom of Finland,Tom of Finland,"Jan 10, 2018 4:30:00 PM",Senior Citizen,1,7.50,7.50
0 - Features,Tom of Finland,Tom of Finland,"Jan 10, 2018 7:15:00 PM",Adult,6,9.75,58.50
0 - Features,Tom of Finland,Tom of Finland,"Jan 10, 2018 7:15:00 PM",Senior Citizen,2,8,16
0 - Features,Tom of Finland,Tom of Finland,"Jan 10, 2018 7:15:00 PM",Student,2,8.25,16.50
0 - Features,Tom of Finland,Tom of Finland,"Jan 10, 2018 10:00:00 PM",Student,1,8.25,8.25
0 - Features,Tom of Finland,Tom of Finland,"Jan 11, 2018 4:30:00 PM",Adult,1,8.25,8.25
0 - Features,Tom of Finland,Tom of Finland,"Jan 11, 2018 4:30:00 PM",Member,2,0,0
0 - Features,Tom of Finland,Tom of Finland,"Jan 11, 2018 4:30:00 PM",Senior Citizen,2,7.50,15
0 - Features,Tom of Finland,Tom of Finland,"Jan 11, 2018 7:15:00 PM",Adult,4,9.75,39
0 - Features,Tom of Finland,Tom of Finland,"Jan 11, 2018 7:15:00 PM",Senior Citizen,1,8,8
0 - Features,Tom of Finland,Tom of Finland,"Jan 12, 2018 4:30:00 PM",Adult,1,8.25,8.25
0 - Features,Tom of Finland,Tom of Finland,"Jan 12, 2018 7:15:00 PM",Adult,9,9.75,87.75
0 - Features,Tom of Finland,Tom of Finland,"Jan 12, 2018 7:15:00 PM",Student,1,8.25,8.25
0 - Features,Tom of Finland,Tom of Finland,"Jan 13, 2018 2:00:00 PM",Adult,3,8.25,24.75
0 - Features,Tom of Finland,Tom of Finland,"Jan 13, 2018 4:30:00 PM",Adult,3,8.25,24.75
0 - Features,Tom of Finland,Tom of Finland,"Jan 13, 2018 4:30:00 PM",Senior Citizen,1,7.50,7.50
0 - Features,Tom of Finland,Tom of Finland,"Jan 13, 2018 4:30:00 PM",Student,1,7.50,7.50
0 - Features,Tom of Finland,Tom of Finland,"Jan 13, 2018 7:15:00 PM",Adult,7,9.75,68.25
0 - Features,Tom of Finland,Tom of Finland,"Jan 13, 2018 7:15:00 PM",Senior Citizen,1,8,8
0 - Features,Tom of Finland,Tom of Finland,"Jan 14, 2018 2:00:00 PM",Adult,6,8.25,49.50
0 - Features,Tom of Finland,Tom of Finland,"Jan 14, 2018 4:30:00 PM",Adult,4,8.25,33
0 - Features,Tom of Finland,Tom of Finland,"Jan 14, 2018 4:30:00 PM",Student,2,7.50,15
0 - Features,Tom of Finland,Tom of Finland,"Jan 14, 2018 7:15:00 PM",Adult,1,9.75,9.75
0 - Features,Tom of Finland,Tom of Finland,"Jan 14, 2018 7:15:00 PM",Student,4,8.25,33
0 - Features,Tom of Finland,Tom of Finland,"Jan 17, 2018 4:30:00 PM",Senior Citizen,1,7.50,7.50
0 - Features,Tom of Finland,Tom of Finland,"Jan 17, 2018 7:15:00 PM",Adult,1,9.75,9.75
0 - Features,Toni Erdmann,Toni Erdmann,"Mar 18, 2017 3:45:00 PM",Adult,19,8.25,156.75
0 - Features,Toni Erdmann,Toni Erdmann,"Mar 18, 2017 3:45:00 PM",Senior Citizen,14,7.50,105
0 - Features,Toni Erdmann,Toni Erdmann,"Mar 18, 2017 3:45:00 PM",Student,4,7.50,30
0 - Features,Toni Erdmann,Toni Erdmann,"Mar 19, 2017 11:30:00 AM",Adult,9,8.25,74.25
0 - Features,Toni Erdmann,Toni Erdmann,"Mar 19, 2017 11:30:00 AM",Member,2,0,0
0 - Features,Toni Erdmann,Toni Erdmann,"Mar 19, 2017 11:30:00 AM",Senior Citizen,8,7.50,60
0 - Features,Toni Erdmann,Toni Erdmann,"Mar 19, 2017 11:30:00 AM",Student,1,7.50,7.50
0 - Features,Toni Erdmann,Toni Erdmann,"Mar 23, 2017 3:45:00 PM",Adult,7,8.25,57.75
0 - Features,Toni Erdmann,Toni Erdmann,"Mar 23, 2017 3:45:00 PM",Comp,2,0,0
0 - Features,Toni Erdmann,Toni Erdmann,"Mar 23, 2017 3:45:00 PM",Senior Citizen,13,7.50,97.50
0 - Features,Toni Erdmann,Toni Erdmann,"Mar 23, 2017 3:45:00 PM",Student,3,7.50,22.50
0 - Features,Toni Morrison: The Pieces I am ,Toni Morrison: The Pieces I am ,"Aug 30, 2019 7:00:00 PM",Adult,7,10,70
0 - Features,Toni Morrison: The Pieces I am ,Toni Morrison: The Pieces I am ,"Aug 30, 2019 7:00:00 PM",Comp,2,0,0
0 - Features,Toni Morrison: The Pieces I am ,Toni Morrison: The Pieces I am ,"Aug 30, 2019 7:00:00 PM",Senior Citizen,8,8.25,66
0 - Features,Toni Morrison: The Pieces I am ,Toni Morrison: The Pieces I am ,"Aug 30, 2019 7:00:00 PM",Student,2,8.50,17
0 - Features,Toni Morrison: The Pieces I am ,Toni Morrison: The Pieces I am ,"Aug 31, 2019 2:00:00 PM",Adult,7,8.75,61.25
0 - Features,Toni Morrison: The Pieces I am ,Toni Morrison: The Pieces I am ,"Aug 31, 2019 2:00:00 PM",Senior Citizen,19,8,152
0 - Features,Toni Morrison: The Pieces I am ,Toni Morrison: The Pieces I am ,"Aug 31, 2019 2:00:00 PM",Student,2,8,16
0 - Features,Toni Morrison: The Pieces I am ,Toni Morrison: The Pieces I am ,"Aug 31, 2019 7:00:00 PM",Adult,8,10,80
0 - Features,Toni Morrison: The Pieces I am ,Toni Morrison: The Pieces I am ,"Aug 31, 2019 7:00:00 PM",Senior Citizen,11,8.25,90.75
0 - Features,Toni Morrison: The Pieces I am ,Toni Morrison: The Pieces I am ,"Aug 31, 2019 7:00:00 PM",Student,3,8.50,25.50
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 14, 2019 4:30:00 PM",Senior Citizen,3,8,24
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 14, 2019 4:30:00 PM",Student,1,8,8
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 15, 2019 2:00:00 PM",Adult,5,8.75,43.75
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 15, 2019 2:00:00 PM",Senior Citizen,1,8,8
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 15, 2019 2:00:00 PM",Student,1,8,8
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 15, 2019 7:00:00 PM",Adult,8,10,80
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 15, 2019 7:00:00 PM",Member,1,0,0
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 15, 2019 7:00:00 PM",Senior Citizen,6,8.25,49.50
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 15, 2019 7:00:00 PM",Student,2,8.50,17
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 16, 2019 12:00:00 PM",Member,1,0,0
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 16, 2019 12:00:00 PM",Senior Citizen,3,8,24
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 16, 2019 5:00:00 PM",Adult,4,8.75,35
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 16, 2019 5:00:00 PM",Member,1,0,0
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 16, 2019 5:00:00 PM",Senior Citizen,4,8,32
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 16, 2019 5:00:00 PM",Student,1,8,8
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 17, 2019 7:30:00 PM",Adult,4,10,40
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 17, 2019 7:30:00 PM",Senior Citizen,2,8.25,16.50
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 17, 2019 7:30:00 PM",Student,1,8.50,8.50
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 18, 2019 5:00:00 PM",Adult,2,8.75,17.50
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 18, 2019 5:00:00 PM",Student,2,8,16
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 20, 2019 4:30:00 PM",Adult,4,8.75,35
0 - Features,Too Late to Die Young ,Too Late to Die Young ,"Jun 20, 2019 4:30:00 PM",Senior Citizen,3,8,24
0 - Features,Transit,Transit,"Mar 29, 2019 7:30:00 PM",Adult,7,10,70
0 - Features,Transit,Transit,"Mar 29, 2019 7:30:00 PM",Member,1,0,0
0 - Features,Transit,Transit,"Mar 29, 2019 7:30:00 PM",Senior Citizen,2,8.25,16.50
0 - Features,Transit,Transit,"Mar 30, 2019 7:30:00 PM",Adult,1,10,10
0 - Features,Transit,Transit,"Mar 30, 2019 7:30:00 PM",Senior Citizen,7,8.25,57.75
0 - Features,Transit,Transit,"Mar 30, 2019 7:30:00 PM",Student,2,8.50,17
0 - Features,Transit,Transit,"Mar 31, 2019 4:30:00 PM",Adult,3,8.75,26.25
0 - Features,Transit,Transit,"Mar 31, 2019 4:30:00 PM",Member,1,0,0
0 - Features,Transit,Transit,"Mar 31, 2019 4:30:00 PM",Senior Citizen,3,8,24
0 - Features,Transit,Transit,"Mar 31, 2019 4:30:00 PM",Student,1,8,8
0 - Features,Transit,Transit,"Apr 1, 2019 7:30:00 PM",Adult,3,10,30
0 - Features,Transit,Transit,"Apr 1, 2019 7:30:00 PM",Senior Citizen,2,8.25,16.50
0 - Features,Transit,Transit,"Apr 1, 2019 7:30:00 PM",Student,1,8.50,8.50
0 - Features,Transit,Transit,"Apr 2, 2019 7:30:00 PM",Adult,11,10,110
0 - Features,Transit,Transit,"Apr 2, 2019 7:30:00 PM",Member,1,0,0
0 - Features,Transit,Transit,"Apr 2, 2019 7:30:00 PM",Senior Citizen,5,8.25,41.25
0 - Features,Transit,Transit,"Apr 2, 2019 7:30:00 PM",Student,2,8.50,17
0 - Features,Transit,Transit,"Apr 3, 2019 5:00:00 PM",Adult,3,8.75,26.25
0 - Features,Transit,Transit,"Apr 3, 2019 5:00:00 PM",Senior Citizen,8,8,64
0 - Features,Transit,Transit,"Apr 3, 2019 5:00:00 PM",Student,1,8,8
0 - Features,Transit,Transit,"Apr 4, 2019 5:00:00 PM",Adult,4,8.75,35
0 - Features,Transit,Transit,"Apr 4, 2019 5:00:00 PM",Senior Citizen,2,8,16
0 - Features,Transit,Transit,"Apr 4, 2019 5:00:00 PM",Student,2,8,16
0 - Features,Viceroy's House,Viceroy's House,"Sep 29, 2017 5:00:00 PM",Adult,7,8.25,57.75
0 - Features,Viceroy's House,Viceroy's House,"Sep 29, 2017 5:00:00 PM",Senior Citizen,6,7.50,45
0 - Features,Viceroy's House,Viceroy's House,"Sep 29, 2017 7:30:00 PM",Adult,17,9.75,165.75
0 - Features,Viceroy's House,Viceroy's House,"Sep 29, 2017 7:30:00 PM",Member,1,0,0
0 - Features,Viceroy's House,Viceroy's House,"Sep 29, 2017 7:30:00 PM",Senior Citizen,8,8,64
0 - Features,Viceroy's House,Viceroy's House,"Sep 29, 2017 7:30:00 PM",Student,1,8.25,8.25
0 - Features,Viceroy's House,Viceroy's House,"Sep 29, 2017 10:00:00 PM",Member,1,0,0
0 - Features,Viceroy's House,Viceroy's House,"Sep 30, 2017 2:30:00 PM",Adult,5,8.25,41.25
0 - Features,Viceroy's House,Viceroy's House,"Sep 30, 2017 2:30:00 PM",Member,1,0,0
0 - Features,Viceroy's House,Viceroy's House,"Sep 30, 2017 2:30:00 PM",Senior Citizen,18,7.50,135
0 - Features,Viceroy's House,Viceroy's House,"Sep 30, 2017 5:00:00 PM",Adult,5,8.25,41.25
0 - Features,Viceroy's House,Viceroy's House,"Sep 30, 2017 5:00:00 PM",Senior Citizen,18,7.50,135
0 - Features,Viceroy's House,Viceroy's House,"Sep 30, 2017 7:30:00 PM",Adult,16,9.75,156
0 - Features,Viceroy's House,Viceroy's House,"Sep 30, 2017 7:30:00 PM",Senior Citizen,16,8,128
0 - Features,Viceroy's House,Viceroy's House,"Sep 30, 2017 7:30:00 PM",Student,1,8.25,8.25
0 - Features,Viceroy's House,Viceroy's House,"Sep 30, 2017 10:00:00 PM",Adult,1,9.75,9.75
0 - Features,Viceroy's House,Viceroy's House,"Sep 30, 2017 10:00:00 PM",Student,1,8.25,8.25
0 - Features,Viceroy's House,Viceroy's House,"Oct 1, 2017 2:30:00 PM",Senior Citizen,12,7.50,90
0 - Features,Viceroy's House,Viceroy's House,"Oct 1, 2017 5:00:00 PM",Adult,6,8.25,49.50
0 - Features,Viceroy's House,Viceroy's House,"Oct 1, 2017 5:00:00 PM",Member,1,0,0
0 - Features,Viceroy's House,Viceroy's House,"Oct 1, 2017 5:00:00 PM",Senior Citizen,11,7.50,82.50
0 - Features,Viceroy's House,Viceroy's House,"Oct 1, 2017 5:00:00 PM",Student,4,7.50,30
0 - Features,Viceroy's House,Viceroy's House,"Oct 2, 2017 5:00:00 PM",Adult,2,8.25,16.50
0 - Features,Viceroy's House,Viceroy's House,"Oct 2, 2017 5:00:00 PM",Senior Citizen,3,7.50,22.50
0 - Features,Viceroy's House,Viceroy's House,"Oct 2, 2017 7:30:00 PM",Adult,5,9.75,48.75
0 - Features,Viceroy's House,Viceroy's House,"Oct 2, 2017 7:30:00 PM",Member,1,0,0
0 - Features,Viceroy's House,Viceroy's House,"Oct 2, 2017 7:30:00 PM",Senior Citizen,8,8,64
0 - Features,Viceroy's House,Viceroy's House,"Oct 2, 2017 7:30:00 PM",Student,2,8.25,16.50
0 - Features,Viceroy's House,Viceroy's House,"Oct 3, 2017 5:00:00 PM",Adult,4,8.25,33
0 - Features,Viceroy's House,Viceroy's House,"Oct 3, 2017 5:00:00 PM",Senior Citizen,5,7.50,37.50
0 - Features,Viceroy's House,Viceroy's House,"Oct 3, 2017 7:30:00 PM",Adult,15,9.75,146.25
0 - Features,Viceroy's House,Viceroy's House,"Oct 3, 2017 7:30:00 PM",Member,1,0,0
0 - Features,Viceroy's House,Viceroy's House,"Oct 3, 2017 7:30:00 PM",Senior Citizen,25,8,200
